date,text,text_cleaned,topic,sentiment
2021-11-24 23:46:17+00:00,"First, we study and mess with #covid in a lab to help protect us in the future.  

Virus escapes and kills millions. 

Now, #NASA wants to redirect an #asteroid in space to help protect us in the future. #DARTMission 

Maybe I’m just cynical but I have a bad feeling about this.",study mess lab help protect future escapes kills millions redirect space help protect future cynical bad feeling,o,n
2021-11-24 23:46:12+00:00,"if #condoms barely stop [ #STD ] #stds like #AIDS 
#MasksDontWork against #COVID19  #coronavirus
#masks #dontwork against #viruses https://t.co/Wk2uZ4ZABU",barely stop  ,m,n
2021-11-24 23:46:12+00:00,US State Population Distribution by County  For GA   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/DzbpQehdWi,population distribution county ga covid insights analytics team usafacts,s,ne
2021-11-24 23:46:10+00:00,"@GavinNewsom You released all those criminals during the pandemic and now people are dying because of that

Murder theft and crime has gone up 70% 

#GavinNewsom #Biden #COVID19 #guilty #losAngeles #GRAMMYs https://t.co/KElX1iHFkD",released criminals pandemic people dying theft crime gone,p,n
2021-11-24 23:45:52+00:00,@CNN @carrie4beto So get #vaccinated and save lives,save lives,v,p
2021-11-24 23:45:41+00:00,"@GovRonDeSantis An autocrat protecting a few MAGA &amp; donors because he thinks that’s the way to be re-elected. 

BTW, Ron DeSantis has betrayed Donald Trump to fulfill his own ambition.

Most people in #Florida knows DeSantis is toxic, especially the families of the more than 60,000 #COVID19 dead",autocrat protecting maga amp donors reelected ron desantis betrayed donald trump fulfill own people desantis toxic especially families dead,p,n
2021-11-24 23:45:29+00:00,Risk for #stillbirth was higher (double) in deliveries with #COVID19 (1.26% compared to 0.64% in women without Covid19) describes  #HeatherMason in #medicalnews. https://t.co/z793Mst3Gc,risk double deliveries compared women covid19 describes,r,ne
2021-11-24 23:45:05+00:00,"Excerpts from @NCBI article: Media and politicians have cast doubt on Chinese reported data on #COVID19 cases as Chinese confirmed infections match the distribution expected in Benford’s Law and are similar to that seen in the US &amp; Italy. 
https://t.co/CYHBpXBAyy
#dataprotection https://t.co/dwZwmsjjrO",excerpts article media politicians cast doubt chinese reported data chinese confirmed infections match distribution expected law similar seen amp italy,s,ne
2021-11-24 23:45:01+00:00,""" #ScienceForum #SouthAfrica 2021 will provide #scientists, #researchers, #academics, #business ppl &amp; the general public w/a platform to discuss pressing #global &amp; local challenges including #COVID19,  #ClimateCrisis, &amp; the sustainable supply of energy and water."" #PublicHealth https://t.co/ggqWjkBUMO", provide ppl amp public wa platform discuss pressing amp local challenges including amp sustainable supply energy water,a,ne
2021-11-24 23:45:00+00:00,"Can real people from #india please tweet me true &amp; current #Covid19 info in ur country,  also if U R living in #Africa #Italy my head feels like it's going to burst I just want to hear from the people what do you see with your own eyes, what do doctors &amp; others tell u",real people please tweet true amp current info ur country living head feels burst hear people own eyes doctors amp tell,s,ne
2021-11-24 23:45:00+00:00,"#Kansas Governor to Sign Bill That Makes Businesses Allow Broad Exemptions to #COVID19 #Vaccine Requirements.
https://t.co/MlxKU489pN",governor sign bill makes businesses allow broad exemptions,p,ne
2021-11-24 23:44:52+00:00,"@abcmelbourne In comparison, the U.S. state of Indiana, similar in population size to Victoria, has a 7-day average of 3163 new #COVID19 cases and 32 new deaths per day--53 deaths just yesterday. That's with a 51% vax rate. So you're still in better shape than the Yanks.",comparison indiana similar population size victoria 7day average deaths day53 deaths yesterday thats vax rate youre shape yanks,s,p
2021-11-24 23:44:48+00:00,"This is up there with the best of Stephen Donnelly for pure horse dung lies. #covid19

https://t.co/fwD2dlBfQj",stephen donnelly pure horse dung lies,p,n
2021-11-24 23:44:48+00:00,1 thing law makers have demonstrated pretty uniformly as a result of #COVID19 is how imperative it is to trust science when human lives are at stake. So why are judges and da's allowed to blatantly ignore mental health? Miniscule amnt treatment in CDCr #JudicialAccountability4All https://t.co/fftH2quapi,law makers demonstrated pretty uniformly result imperative trust science human lives stake judges das allowed blatantly ignore mental health miniscule amnt treatment cdcr,o,n
2021-11-24 23:44:38+00:00,"You are good just the way you are
#COVID19 can break you https://t.co/Mh4QRUDK3Q",break,a,ne
2021-11-24 23:44:37+00:00,"Work in progress #8 #24

https://t.co/LUe76hSh5y

#lakers #lakernation #art #charlottenc #artist #vogel #westbrook #blackfriday #kobe #mambaday #details #Entrepreneur #artdetailing #drawing #lebron #NBA #COVID19 #lakerforlife #business #artbuyers https://t.co/Yb7uLnNG26",progress,a,ne
2021-11-24 23:44:18+00:00,Great to see the @LRH_Hospital PHU #COVID19 vaccination unit at the Carry on Cafe in Morwell today. #accessiblevaccination https://t.co/CobmrMTlaU,phu vaccination unit carry cafe morwell,v,p
2021-11-24 23:44:02+00:00,LitCovid:  Post-COVID-19 psychosis: Cotard's syndrome and potentially high risk of harm and self-harm in a first-onset acute and transient psychotic disorder after resolution of COVID-19 pneumonia.: {'title':… https://t.co/Amg0tfBgSX #covid19 #SARSCOV2 #coronavirus,litcovid postcovid19 psychosis cotards syndrome potentially risk harm selfharm firstonset acute transient psychotic disorder resolution covid19 pneumonia,r,ne
2021-11-24 23:43:58+00:00,"@StephenAnfield with VARIANTS popping up here, there &amp; everywhere, NO END IN SIGHT (sigh). FRUSTRATED (November 22, 2021; 9:30 EST) #COVID2019 #COVID19",variants popping amp sight sigh frustrated november est,o,n
2021-11-24 23:43:56+00:00,Latest #COVID19 updates from #Morocco Morocco Records 130 New COVID-19 Cases over Past 24 Hourshttp... via @24liveblog https://t.co/X5jaH4rIM8,updates morocco records covid19 past hourshttp via,s,ne
2021-11-24 23:43:50+00:00,$ENZC going worldwide.  #itv1 #hiv #covid #biostocks https://t.co/tQezJBgX40,enzc worldwide,a,ne
2021-11-24 23:43:50+00:00,"Listening to Congressman McGovern, I was reminded of those LONG lines of cars for people who desperately needed we've seen during #COVID19 

Food insecurity is something that affects each of us either directly or indirectly. We *must* all work together to end hunger in America.💜 https://t.co/Pc6pwTyzAH",listening congressman mcgovern reminded lines cars people desperately weve seen insecurity affects directly indirectly hunger,p,p
2021-11-24 23:43:41+00:00,Looks like the once great James Bond has finally met his match in #COVID19 https://t.co/X9KKpL711K,looks james bond finally met match,o,ne
2021-11-24 23:43:41+00:00,US State Population Distribution by County  For GA   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/yw01NagyzG,population distribution county ga covid insights analytics team usafacts,s,ne
2021-11-24 23:43:38+00:00,Artefact or Relationship? @covidbaseau publishes regular updated feeds of #covid stats. States with more regular updates have higher #vaccination rates. Artefact? or goal-driven action? (c'mon SA...) @SAHealth @sagovau #DataScience,artefact relationship publishes regular updated feeds stats regular updates rates artefact goaldriven action cmon sa,o,ne
2021-11-24 23:43:15+00:00,"Debate, publish your doubts, but obey regulations once the public authority imposes them."" S.Ž. 
#COVID19",debate publish doubts obey regulations public authority imposes,m,p
2021-11-24 23:43:12+00:00,"Plague of the #unvaccinated. 

https://t.co/JWTEDX3q2q

#covid #coronavirus #covid19",plague,v,p
2021-11-24 23:42:50+00:00,"Ahead of the #WTO ministerial meeting in #Geneva, I urge @BorisJohnson,@TrussLiz, @AnnieTrev to back the suspension of #Covid19 patents during the pandemic #TRIPswaiver. Take action: https://t.co/cFbFK0uA5J",ahead ministerial meeting urge suspension patents pandemic action,p,ne
2021-11-24 23:42:47+00:00,"Did you miss the @CSIRO conversation ""Myth busting COVID-19""? Catch the recording here for succinct information from Dr Rob Grenfell and Dr Katherine Wynn on what the virus is, what it does, what we can do about it and the impacts on business.
https://t.co/T9n6DZkUwk
#COVID19 https://t.co/Mswkbrch3w",miss conversation myth busting covid19 catch recording succinct information dr rob grenfell dr katherine wynn virus impacts,r,ne
2021-11-24 23:42:36+00:00,"#ZhangZhan, who reported on #Covid19 when it first appeared in China is at grave risk of dying in prison. #China must release her immediately so that she can receive medical treatment. #FreeZhangZhan #W4R21 

Take action today👇
https://t.co/cFXc5dX23v https://t.co/yd3TLna9Xn",reported appeared china grave risk dying prison release immediately receive medical treatment action,p,n
2021-11-24 23:42:35+00:00,"The sticking fingers in ears and going la la la la attitude towards #COVID19 and the schools is diabolical, children and their teachers and the parents deserve way better, claiming they don’t know where 61% of transmission is happening is downright dangerous",sticking fingers ears la la la la attitude towards schools diabolical children teachers parents deserve claiming transmission happening downright dangerous,o,n
2021-11-24 23:42:34+00:00,Apparently because I have a drink in my hand. I am safe from Covid and can take my mask off but only while I am eating or drinking -  in a pressurised cabin! #utterbollocks #covidbollocks #COVID19 https://t.co/2Y7ZvdbcND,apparently drink hand am safe covid mask am eating drinking  pressurised cabin,m,n
2021-11-24 23:42:23+00:00,Uh-oh &gt; Scientists warn of new Covid variant with high number of mutations #SmartNews #COVID19  https://t.co/cypFRL2ZNX,uhoh gt scientists warn covid variant mutations,r,ne
2021-11-24 23:42:22+00:00,Holy cr*p. #COVID19 https://t.co/nI1Poqvw4H,holy crp,s,n
2021-11-24 23:42:15+00:00,"My son's daycare is closed for 14 days due to a positive #COVID19 case &amp; he's now in quarantine. He's heartbroken that he can't go to his Nana &amp; Papap's house for Thanksgiving w/the family. He tested negative via a rapid test this morning. Now, we wait. I'm angry at anti-vaxxers.",sons daycare closed days due positive amp hes quarantine hes heartbroken cant nana amp papaps house thanksgiving wthe family tested negative via rapid test morning wait im angry antivaxxers,v,n
2021-11-24 23:42:11+00:00,"Latest #coronavirus updates from #Tunisia #Tunisia: 93 #COVID19 cases from 3556 tests were recorded on November 23 at midnight, bringing tally to 716702 and 2 deaths were ... via @24liveblog https://t.co/X5jaH4rIM8",updates tests recorded november midnight bringing tally deaths  via,s,ne
2021-11-24 23:42:04+00:00,US State Population Distribution by County  For FL   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/GU4GJfoMU5,population distribution county fl covid insights analytics team usafacts,s,ne
2021-11-24 23:42:02+00:00,"Great work Western Victoria

A magnificent response to keep our families &amp; communities safe

@WestVicPHN @VicGovDH @wimmerapcp @GPPCP_1
@VicLLENs @VictorianPCPs @GoolumGoolum @GCHGrampians @BallaratCH @SandroDemaio
@VicHealth @VictorianCHO
#Covid_19 #vaccine #vaccinated #COVID19 https://t.co/DbJR3BHlhc",western magnificent response families amp communities,v,p
2021-11-24 23:41:58+00:00,"I bawled my eyes out': When 11 friends were diagnosed with #COVID19   https://t.co/UyA3r3hY7P via @ABCaustralia 

""But you know, COVID kind of rewrites the rule books every few months and it could still be a rocky 2022 if things don't go the way we'd like them to go.""",bawled eyes friends diagnosed via covid rewrites rule books months rocky dont wed,a,ne
2021-11-24 23:41:57+00:00,"#COVID is affecting school age kids academically, socially, and emotionally. In ""Back to School After Covid"", a public-school administrator &amp; psychotherapist share how to ease transitions, reduce stress, &amp; give kids skills needed for success.
GET IT: https://t.co/0QMiOWkdwy -o-- https://t.co/lBJ847kIVV",affecting school age kids academically socially emotionally school covid publicschool administrator amp psychotherapist share ease transitions reduce stress amp kids skills,r,ne
2021-11-24 23:41:44+00:00,# of unemployed plummeted from 20M to 2M frm last #Thanksgiving to this. Best job numbers in 50yrs. Most people traveling in 2 yrs becz we can gather together again thanks to #COVID #Vax widely available. Supply chain bottlenecks being relieved. Thanx .@POTUS .@JoeBiden! .@msnbc,unemployed plummeted 20m 2m frm job 50yrs people traveling yrs becz gather thanks widely available supply chain bottlenecks relieved thanx potus joebiden msnbc,p,p
2021-11-24 23:41:38+00:00,"A vaccine so effective that those who take it, must live in fear of those who didn’t take it. Just in case the unvaccinated are carrying the virus that the vaccine is supposed to protect them against… 🤨 “Trust the science!” 🤦‍♂️ #COVID19 #Vaccines #Science #Pfizer https://t.co/hq6UufLLn2",vaccine effective live fear unvaccinated carrying virus vaccine supposed protect,v,n
2021-11-24 23:41:36+00:00,"@amyklobuchar Got my booster yesterday morning! Quite achy, tired, lymph nodes are swollen under my arm that I had the vax in atm, but doing ok! Way better than having breathing trouble, wind up in the hospital, or dying. 👍🏼💙 #gettheshot #vaccinate #GetVaccinated #COVID19",booster yesterday morning achy tired lymph nodes swollen arm vax atm doing ok breathing trouble wind hospital dying,v,p
